Localité;;"T01M3QR [°C]";"T01M3QR [%HR]"
06/08/2022;15:30:00;22,7;52,6
06/08/2022;15:45:00;22,7;52,2
06/08/2022;16:00:00;22,7;52,2
06/08/2022;16:15:00;22,7;52,1
06/08/2022;16:30:00;22,8;52,6
06/08/2022;16:45:00;23,0;53,1
06/08/2022;17:00:00;23,2;53,6
06/08/2022;17:15:00;23,3;54,4
06/08/2022;17:30:00;23,3;54,8
06/08/2022;17:45:00;23,4;55,3
06/08/2022;18:00:00;23,4;55,5
06/08/2022;18:15:00;23,4;55,5
06/08/2022;18:30:00;23,4;55,7
06/08/2022;18:45:00;23,5;55,9
06/08/2022;19:00:00;23,5;56,2
06/08/2022;19:15:00;23,5;56,4
06/08/2022;19:30:00;23,5;56,6
06/08/2022;19:45:00;23,5;56,8
06/08/2022;20:00:00;23,5;57,0
06/08/2022;20:15:00;23,5;57,3
06/08/2022;20:30:00;23,5;57,4
06/08/2022;20:45:00;23,5;57,6
06/08/2022;21:00:00;23,5;57,8
06/08/2022;21:15:00;23,5;58,1
06/08/2022;21:30:00;23,6;58,2
06/08/2022;21:45:00;23,6;58,5
06/08/2022;22:00:00;23,6;58,5
06/08/2022;22:15:00;23,6;58,7
06/08/2022;22:30:00;23,6;58,7
06/08/2022;22:45:00;23,6;58,8
06/08/2022;23:00:00;23,6;59,2
06/08/2022;23:15:00;23,6;59,7
06/08/2022;23:30:00;23,6;60,1
06/08/2022;23:45:00;23,6;60,4
07/08/2022;00:00:00;23,6;60,6
07/08/2022;00:15:00;23,6;60,7
07/08/2022;00:30:00;23,6;61,0
07/08/2022;00:45:00;23,6;61,1
07/08/2022;01:00:00;23,6;61,1
07/08/2022;01:15:00;23,6;61,0
07/08/2022;01:30:00;23,6;61,1
07/08/2022;01:45:00;23,6;61,1
07/08/2022;02:00:00;23,6;61,3
07/08/2022;02:15:00;23,6;61,3
07/08/2022;02:30:00;23,6;61,3
07/08/2022;02:45:00;23,6;61,5
07/08/2022;03:00:00;23,6;61,3
07/08/2022;03:15:00;23,6;61,2
07/08/2022;03:30:00;23,6;61,3
07/08/2022;03:45:00;23,6;61,1
07/08/2022;04:00:00;23,6;61,0
07/08/2022;04:15:00;23,6;61,0
07/08/2022;04:30:00;23,6;60,9
07/08/2022;04:45:00;23,6;61,0
07/08/2022;05:00:00;23,6;60,9
07/08/2022;05:15:00;23,6;60,9
07/08/2022;05:30:00;23,6;61,1
07/08/2022;05:45:00;23,6;61,1
07/08/2022;06:00:00;23,6;61,1
07/08/2022;06:15:00;23,6;61,1
07/08/2022;06:30:00;23,6;61,2
07/08/2022;06:45:00;23,6;61,2
07/08/2022;07:00:00;23,6;61,2
07/08/2022;07:15:00;23,6;61,3
07/08/2022;07:30:00;23,6;61,3
07/08/2022;07:45:00;23,6;61,4
07/08/2022;08:00:00;23,6;61,5
07/08/2022;08:15:00;23,6;61,6
07/08/2022;08:30:00;23,6;61,8
07/08/2022;08:45:00;23,6;62,0
07/08/2022;09:00:00;23,6;62,0
07/08/2022;09:15:00;23,6;62,3
07/08/2022;09:30:00;23,6;62,5
07/08/2022;09:45:00;23,6;62,5
07/08/2022;10:00:00;23,6;62,7
07/08/2022;10:15:00;23,6;62,7
07/08/2022;10:30:00;23,6;62,7
07/08/2022;10:45:00;23,3;60,2
07/08/2022;11:00:00;23,0;58,2
07/08/2022;11:15:00;22,7;57,2
07/08/2022;11:30:00;22,6;56,1
07/08/2022;11:45:00;22,5;55,4
07/08/2022;12:00:00;22,4;54,7
07/08/2022;12:15:00;22,4;54,2
07/08/2022;12:30:00;22,3;53,6
07/08/2022;12:45:00;22,3;53,2
07/08/2022;13:00:00;22,3;53,0
07/08/2022;13:15:00;22,3;52,6
07/08/2022;13:30:00;22,2;52,7
07/08/2022;13:45:00;22,2;52,4
07/08/2022;14:00:00;22,2;52,4
07/08/2022;14:15:00;22,2;52,3
07/08/2022;14:30:00;22,2;52,2
07/08/2022;14:45:00;22,2;51,7
07/08/2022;15:00:00;22,1;51,7
07/08/2022;15:15:00;22,1;51,4
07/08/2022;15:30:00;22,1;51,3
07/08/2022;15:45:00;22,1;51,1
07/08/2022;16:00:00;22,1;51,0
07/08/2022;16:15:00;22,0;51,0
07/08/2022;16:30:00;22,1;51,2
07/08/2022;16:45:00;22,6;51,8
07/08/2022;17:00:00;22,9;52,2
07/08/2022;17:15:00;23,0;52,4
07/08/2022;17:30:00;23,1;52,8
07/08/2022;17:45:00;23,2;53,1
07/08/2022;18:00:00;23,2;53,6
07/08/2022;18:15:00;23,3;54,1
07/08/2022;18:30:00;23,3;54,4
07/08/2022;18:45:00;23,4;54,7
07/08/2022;19:00:00;23,4;55,0
07/08/2022;19:15:00;23,4;55,3
07/08/2022;19:30:00;23,4;55,5
07/08/2022;19:45:00;23,4;55,9
07/08/2022;20:00:00;23,4;56,1
07/08/2022;20:15:00;23,5;56,3
07/08/2022;20:30:00;23,5;56,5
07/08/2022;20:45:00;23,5;56,7
07/08/2022;21:00:00;23,5;56,9
07/08/2022;21:15:00;23,5;57,1
07/08/2022;21:30:00;23,5;57,3
07/08/2022;21:45:00;23,5;57,5
07/08/2022;22:00:00;23,5;57,7
07/08/2022;22:15:00;23,5;57,9
07/08/2022;22:30:00;23,5;58,0
07/08/2022;22:45:00;23,5;58,3
07/08/2022;23:00:00;23,5;58,6
07/08/2022;23:15:00;23,5;58,7
07/08/2022;23:30:00;23,5;58,9
07/08/2022;23:45:00;23,5;59,1
08/08/2022;00:00:00;23,5;59,2
08/08/2022;00:15:00;23,6;59,4
08/08/2022;00:30:00;23,6;59,6
08/08/2022;00:45:00;23,6;59,7
08/08/2022;01:00:00;23,6;59,8
08/08/2022;01:15:00;23,6;59,9
08/08/2022;01:30:00;23,6;60,0
08/08/2022;01:45:00;23,6;60,1
08/08/2022;02:00:00;23,6;60,3
08/08/2022;02:15:00;23,6;60,5
08/08/2022;02:30:00;23,6;60,6
08/08/2022;02:45:00;23,6;60,7
08/08/2022;03:00:00;23,6;60,8
08/08/2022;03:15:00;23,6;61,0
08/08/2022;03:30:00;23,6;61,1
08/08/2022;03:45:00;23,6;61,1
08/08/2022;04:00:00;23,6;61,2
08/08/2022;04:15:00;23,6;61,1
08/08/2022;04:30:00;23,6;61,2
08/08/2022;04:45:00;23,6;61,3
08/08/2022;05:00:00;23,6;61,3
08/08/2022;05:15:00;23,6;61,3
08/08/2022;05:30:00;23,6;61,4
08/08/2022;05:45:00;23,6;61,4
08/08/2022;06:00:00;23,6;61,5
08/08/2022;06:15:00;23,6;61,5
08/08/2022;06:30:00;23,6;61,6
08/08/2022;06:45:00;23,6;61,7
08/08/2022;07:00:00;23,6;61,8
08/08/2022;07:15:00;23,6;61,8
08/08/2022;07:30:00;23,6;61,8
08/08/2022;07:45:00;23,5;61,4
08/08/2022;08:00:00;23,1;58,0
08/08/2022;08:15:00;22,8;56,6
08/08/2022;08:30:00;22,5;55,5
08/08/2022;08:45:00;22,4;54,5
08/08/2022;09:00:00;22,3;53,9
08/08/2022;09:15:00;22,3;53,3
08/08/2022;09:30:00;22,3;52,8
08/08/2022;09:45:00;22,3;53,0
08/08/2022;10:00:00;22,5;52,9
08/08/2022;10:15:00;22,5;52,5
08/08/2022;10:30:00;22,6;52,6
08/08/2022;10:45:00;22,6;52,9
08/08/2022;11:00:00;22,6;52,2
08/08/2022;11:15:00;22,6;52,9
08/08/2022;11:30:00;22,5;52,9
08/08/2022;11:45:00;22,4;57,3
08/08/2022;12:00:00;22,4;59,4
08/08/2022;12:15:00;22,4;60,7
08/08/2022;12:30:00;22,4;61,5
08/08/2022;12:45:00;22,5;61,7
08/08/2022;13:00:00;22,4;61,4
08/08/2022;13:15:00;22,4;61,3
08/08/2022;13:30:00;22,4;61,2
08/08/2022;13:45:00;22,4;60,9
08/08/2022;14:00:00;22,3;61,1
08/08/2022;14:15:00;22,3;61,1
08/08/2022;14:30:00;22,3;61,1
08/08/2022;14:45:00;22,3;60,8
08/08/2022;15:00:00;22,3;60,7
08/08/2022;15:15:00;22,4;60,6
08/08/2022;15:30:00;22,6;60,7
08/08/2022;15:45:00;22,8;63,3
08/08/2022;16:00:00;23,1;64,6
08/08/2022;16:15:00;23,3;61,8
08/08/2022;16:30:00;22,9;61,5
08/08/2022;16:45:00;22,6;59,9
08/08/2022;17:00:00;22,2;59,6
08/08/2022;17:15:00;22,0;59,2
08/08/2022;17:30:00;22,3;60,5
08/08/2022;17:45:00;22,7;60,6
08/08/2022;18:00:00;22,9;60,9
08/08/2022;18:15:00;23,0;61,0
08/08/2022;18:30:00;23,1;61,5
08/08/2022;18:45:00;23,1;62,0
08/08/2022;19:00:00;23,2;62,1
08/08/2022;19:15:00;23,2;62,3
08/08/2022;19:30:00;23,3;62,5
08/08/2022;19:45:00;23,3;62,7
08/08/2022;20:00:00;23,3;63,1
08/08/2022;20:15:00;23,3;63,2
08/08/2022;20:30:00;23,3;63,5
08/08/2022;20:45:00;23,3;63,5
08/08/2022;21:00:00;23,3;63,8
08/08/2022;21:15:00;23,4;63,9
08/08/2022;21:30:00;23,4;64,1
08/08/2022;21:45:00;23,4;64,1
08/08/2022;22:00:00;23,4;64,2
08/08/2022;22:15:00;23,4;64,3
08/08/2022;22:30:00;23,4;64,4
08/08/2022;22:45:00;23,4;64,5
08/08/2022;23:00:00;23,4;64,6
08/08/2022;23:15:00;23,4;64,9
08/08/2022;23:30:00;23,4;65,1
08/08/2022;23:45:00;23,4;65,5
09/08/2022;00:00:00;23,4;65,7
09/08/2022;00:15:00;23,4;65,9
09/08/2022;00:30:00;23,4;65,9
09/08/2022;00:45:00;23,4;65,9
09/08/2022;01:00:00;23,4;65,7
09/08/2022;01:15:00;23,4;65,7
09/08/2022;01:30:00;23,4;65,5
09/08/2022;01:45:00;23,4;65,6
09/08/2022;02:00:00;23,4;65,7
09/08/2022;02:15:00;23,4;65,7
09/08/2022;02:30:00;23,4;65,7
09/08/2022;02:45:00;23,4;65,8
09/08/2022;03:00:00;23,4;65,8
09/08/2022;03:15:00;23,4;65,9
09/08/2022;03:30:00;23,4;65,4
09/08/2022;03:45:00;23,4;65,3
09/08/2022;04:00:00;23,4;65,4
09/08/2022;04:15:00;23,4;65,2
09/08/2022;04:30:00;23,4;65,2
09/08/2022;04:45:00;23,4;65,1
09/08/2022;05:00:00;23,5;65,3
09/08/2022;05:15:00;23,5;65,8
09/08/2022;05:30:00;23,4;65,4
09/08/2022;05:45:00;23,4;65,5
09/08/2022;06:00:00;23,4;65,4
09/08/2022;06:15:00;23,5;65,2
09/08/2022;06:30:00;23,5;65,4
09/08/2022;06:45:00;23,4;65,9
09/08/2022;07:00:00;23,4;65,4
09/08/2022;07:15:00;23,5;65,3
09/08/2022;07:30:00;23,5;65,2
09/08/2022;07:45:00;23,4;65,3
09/08/2022;08:00:00;23,5;65,4
09/08/2022;08:15:00;23,5;65,3
09/08/2022;08:30:00;23,5;65,4
09/08/2022;08:45:00;23,5;65,5
09/08/2022;09:00:00;23,5;###
09/08/2022;09:15:00;22,9;63,0
09/08/2022;09:30:00;22,6;61,0
09/08/2022;09:45:00;22,4;61,3
09/08/2022;10:00:00;22,5;62,4
09/08/2022;10:15:00;22,5;61,3
09/08/2022;10:30:00;22,5;59,8
09/08/2022;10:45:00;22,4;58,4
09/08/2022;11:00:00;22,3;57,7
09/08/2022;11:15:00;22,3;57,3
09/08/2022;11:30:00;22,2;56,7
09/08/2022;11:45:00;22,2;56,4
09/08/2022;12:00:00;22,1;55,9
09/08/2022;12:15:00;22,2;55,9
09/08/2022;12:30:00;22,1;55,6
09/08/2022;12:45:00;22,2;55,4
09/08/2022;13:00:00;22,1;54,8
09/08/2022;13:15:00;22,1;54,7
09/08/2022;13:30:00;22,1;55,2
09/08/2022;13:45:00;22,1;54,4
09/08/2022;14:00:00;22,1;54,0
09/08/2022;14:15:00;22,1;53,9
09/08/2022;14:30:00;22,1;54,0
09/08/2022;14:45:00;22,2;53,9
09/08/2022;15:00:00;22,1;53,6
09/08/2022;15:15:00;22,0;53,8
09/08/2022;15:30:00;22,0;53,8
09/08/2022;15:45:00;22,0;53,5
09/08/2022;16:00:00;22,0;53,3
09/08/2022;16:15:00;22,0;53,1
09/08/2022;16:30:00;22,0;53,2
09/08/2022;16:45:00;22,0;52,8
09/08/2022;17:00:00;22,3;54,3
09/08/2022;17:15:00;22,7;56,3
09/08/2022;17:30:00;22,9;56,9
09/08/2022;17:45:00;23,0;58,1
09/08/2022;18:00:00;23,0;58,9
09/08/2022;18:15:00;23,1;59,1
09/08/2022;18:30:00;23,1;59,3
09/08/2022;18:45:00;23,2;59,1
09/08/2022;19:00:00;23,2;59,1
09/08/2022;19:15:00;23,2;59,1
09/08/2022;19:30:00;23,2;59,2
09/08/2022;19:45:00;23,3;59,4
09/08/2022;20:00:00;23,3;59,3
09/08/2022;20:15:00;23,3;59,4
09/08/2022;20:30:00;23,3;59,6
09/08/2022;20:45:00;23,3;59,9
09/08/2022;21:00:00;23,3;60,0
09/08/2022;21:15:00;23,3;60,1
09/08/2022;21:30:00;23,4;60,3
09/08/2022;21:45:00;23,4;61,3
09/08/2022;22:00:00;23,4;61,3
09/08/2022;22:15:00;23,4;61,3
09/08/2022;22:30:00;23,4;61,7
09/08/2022;22:45:00;23,4;62,5
09/08/2022;23:00:00;23,4;62,7
09/08/2022;23:15:00;23,4;62,5
09/08/2022;23:30:00;23,4;62,5
09/08/2022;23:45:00;23,4;62,5
10/08/2022;00:00:00;23,5;62,9
10/08/2022;00:15:00;23,4;63,1
10/08/2022;00:30:00;23,4;63,3
10/08/2022;00:45:00;23,4;63,3
10/08/2022;01:00:00;23,4;63,4
10/08/2022;01:15:00;23,5;64,2
10/08/2022;01:30:00;23,5;64,7
10/08/2022;01:45:00;23,5;64,6
10/08/2022;02:00:00;23,5;64,3
10/08/2022;02:15:00;23,5;64,1
10/08/2022;02:30:00;23,5;63,9
10/08/2022;02:45:00;23,5;64,1
10/08/2022;03:00:00;23,5;64,3
10/08/2022;03:15:00;23,5;64,5
10/08/2022;03:30:00;23,5;64,7
10/08/2022;03:45:00;23,5;64,7
10/08/2022;04:00:00;23,5;64,7
10/08/2022;04:15:00;23,5;64,7
10/08/2022;04:30:00;23,5;64,9
10/08/2022;04:45:00;23,5;64,7
10/08/2022;05:00:00;23,5;65,0
10/08/2022;05:15:00;23,5;65,1
10/08/2022;05:30:00;23,5;65,1
10/08/2022;05:45:00;23,5;65,2
10/08/2022;06:00:00;23,5;65,3
10/08/2022;06:15:00;23,5;65,3
10/08/2022;06:30:00;23,5;65,3
10/08/2022;06:45:00;23,5;65,3
10/08/2022;07:00:00;23,5;65,3
10/08/2022;07:15:00;23,5;65,4
10/08/2022;07:30:00;23,5;65,3
10/08/2022;07:45:00;23,5;65,3
10/08/2022;08:00:00;23,5;65,2
10/08/2022;08:15:00;23,5;65,3
10/08/2022;08:30:00;23,5;65,3
10/08/2022;08:45:00;23,5;65,3
10/08/2022;09:00:00;23,3;63,4
10/08/2022;09:15:00;23,0;60,7
10/08/2022;09:30:00;22,9;59,2
10/08/2022;09:45:00;22,8;58,2
10/08/2022;10:00:00;22,7;57,7
10/08/2022;10:15:00;22,7;57,1
10/08/2022;10:30:00;22,6;58,5
10/08/2022;10:45:00;22,6;60,8
10/08/2022;11:00:00;22,6;62,2
10/08/2022;11:15:00;22,7;64,2
10/08/2022;11:30:00;22,7;63,4
10/08/2022;11:45:00;22,6;62,3
10/08/2022;12:00:00;22,6;62,7
10/08/2022;12:15:00;22,6;62,5
10/08/2022;12:30:00;22,6;62,3
10/08/2022;12:45:00;22,6;62,0
10/08/2022;13:00:00;22,5;61,6
10/08/2022;13:15:00;22,5;61,7
10/08/2022;13:30:00;22,4;61,6
10/08/2022;13:45:00;22,4;61,5
10/08/2022;14:00:00;22,5;63,1
10/08/2022;14:15:00;22,5;61,9
10/08/2022;14:30:00;22,5;61,3
10/08/2022;14:45:00;22,4;61,1
10/08/2022;15:00:00;22,4;61,0
10/08/2022;15:15:00;22,4;60,3
10/08/2022;15:30:00;22,3;60,2
10/08/2022;15:45:00;22,3;59,9
10/08/2022;16:00:00;22,3;59,7
10/08/2022;16:15:00;22,3;59,3
10/08/2022;16:30:00;22,3;59,9
10/08/2022;16:45:00;22,2;59,0
10/08/2022;17:00:00;22,1;58,7
10/08/2022;17:15:00;22,1;58,4
10/08/2022;17:30:00;22,0;58,5
10/08/2022;17:45:00;22,4;60,4
10/08/2022;18:00:00;22,8;61,5
10/08/2022;18:15:00;22,9;61,6
10/08/2022;18:30:00;23,1;61,5
10/08/2022;18:45:00;23,1;62,0
10/08/2022;19:00:00;23,2;62,5
10/08/2022;19:15:00;23,3;62,6
10/08/2022;19:30:00;23,3;62,8
10/08/2022;19:45:00;23,4;63,0
10/08/2022;20:00:00;23,4;63,3
10/08/2022;20:15:00;23,4;63,6
10/08/2022;20:30:00;23,4;63,8
10/08/2022;20:45:00;23,4;64,0
10/08/2022;21:00:00;23,5;64,2
10/08/2022;21:15:00;23,5;64,3
10/08/2022;21:30:00;23,5;64,5
10/08/2022;21:45:00;23,5;64,6
10/08/2022;22:00:00;23,5;64,8
10/08/2022;22:15:00;23,5;65,0
10/08/2022;22:30:00;23,5;65,1
10/08/2022;22:45:00;23,5;65,1
10/08/2022;23:00:00;23,5;65,3
10/08/2022;23:15:00;23,5;65,4
10/08/2022;23:30:00;23,5;65,6
10/08/2022;23:45:00;23,6;65,8
11/08/2022;00:00:00;23,6;66,0
11/08/2022;00:15:00;23,6;66,1
11/08/2022;00:30:00;23,6;66,2
11/08/2022;00:45:00;23,6;66,2
11/08/2022;01:00:00;23,6;###
11/08/2022;01:15:00;23,6;###
11/08/2022;01:30:00;23,6;66,7
11/08/2022;01:45:00;23,6;66,9
11/08/2022;02:00:00;23,6;66,9
11/08/2022;02:15:00;23,6;66,8
11/08/2022;02:30:00;23,6;66,9
11/08/2022;02:45:00;23,6;67,0
11/08/2022;03:00:00;23,6;66,9
11/08/2022;03:15:00;23,6;66,9
11/08/2022;03:30:00;23,6;67,0
11/08/2022;03:45:00;23,6;67,1
11/08/2022;04:00:00;23,6;67,1
11/08/2022;04:15:00;23,6;67,2
11/08/2022;04:30:00;23,6;67,2
11/08/2022;04:45:00;23,6;67,2
11/08/2022;05:00:00;23,6;67,3
11/08/2022;05:15:00;23,6;67,2
11/08/2022;05:30:00;23,6;67,2
11/08/2022;05:45:00;23,6;67,2
11/08/2022;06:00:00;23,6;67,3
11/08/2022;06:15:00;23,6;67,4
11/08/2022;06:30:00;23,6;67,4
11/08/2022;06:45:00;23,6;67,4
11/08/2022;07:00:00;23,6;67,4
11/08/2022;07:15:00;23,6;67,4
11/08/2022;07:30:00;23,6;67,4
11/08/2022;07:45:00;23,6;67,4
11/08/2022;08:00:00;23,6;67,5
11/08/2022;08:15:00;23,6;67,4
11/08/2022;08:30:00;23,6;67,3
11/08/2022;08:45:00;23,7;67,3
11/08/2022;09:00:00;23,6;67,2
11/08/2022;09:15:00;23,5;65,4
11/08/2022;09:30:00;23,0;63,0
11/08/2022;09:45:00;22,8;61,4
11/08/2022;10:00:00;22,7;60,3
11/08/2022;10:15:00;22,7;60,3
11/08/2022;10:30:00;22,6;59,4
11/08/2022;10:45:00;22,6;58,9
11/08/2022;11:00:00;22,5;58,3
11/08/2022;11:15:00;22,5;58,2
11/08/2022;11:30:00;22,5;57,7
11/08/2022;11:45:00;22,5;57,1
11/08/2022;12:00:00;22,4;56,8
11/08/2022;12:15:00;22,4;56,2
11/08/2022;12:30:00;22,3;56,1
11/08/2022;12:45:00;22,4;56,3
11/08/2022;13:00:00;22,4;57,5
11/08/2022;13:15:00;22,6;59,3
11/08/2022;13:30:00;22,6;57,8
11/08/2022;13:45:00;22,5;56,8
11/08/2022;14:00:00;22,5;56,4
11/08/2022;14:15:00;22,5;57,1
11/08/2022;14:30:00;22,8;58,2
11/08/2022;14:45:00;22,9;58,1
11/08/2022;15:00:00;23,0;57,9
11/08/2022;15:15:00;23,0;57,7
11/08/2022;15:30:00;23,3;59,9
11/08/2022;15:45:00;23,9;59,2
11/08/2022;16:00:00;23,9;59,1
11/08/2022;16:15:00;23,7;59,5
11/08/2022;16:30:00;23,3;58,5
11/08/2022;16:45:00;23,2;57,9
11/08/2022;17:00:00;23,1;59,8
11/08/2022;17:15:00;23,2;58,8
11/08/2022;17:30:00;23,1;58,7
11/08/2022;17:45:00;22,9;57,5
11/08/2022;18:00:00;23,1;58,7
11/08/2022;18:15:00;23,3;59,1
11/08/2022;18:30:00;23,4;59,6
11/08/2022;18:45:00;23,4;59,9
11/08/2022;19:00:00;23,5;60,2
11/08/2022;19:15:00;23,5;60,5
11/08/2022;19:30:00;23,5;60,6
11/08/2022;19:45:00;23,5;60,7
11/08/2022;20:00:00;23,5;60,8
11/08/2022;20:15:00;23,5;61,1
11/08/2022;20:30:00;23,5;61,1
11/08/2022;20:45:00;23,5;61,3
11/08/2022;21:00:00;23,5;61,2
11/08/2022;21:15:00;23,5;61,4
11/08/2022;21:30:00;23,5;61,5
11/08/2022;21:45:00;23,5;61,5
11/08/2022;22:00:00;23,5;61,6
11/08/2022;22:15:00;23,6;61,7
11/08/2022;22:30:00;23,6;61,9
11/08/2022;22:45:00;23,6;62,2
11/08/2022;23:00:00;23,5;62,2
11/08/2022;23:15:00;23,6;62,4
11/08/2022;23:30:00;23,6;62,4
11/08/2022;23:45:00;23,6;62,6
12/08/2022;00:00:00;23,6;62,8
12/08/2022;00:15:00;23,6;62,7
12/08/2022;00:30:00;23,6;62,9
12/08/2022;00:45:00;23,6;63,0
12/08/2022;01:00:00;23,6;63,0
12/08/2022;01:15:00;23,6;63,2
12/08/2022;01:30:00;23,6;63,1
12/08/2022;01:45:00;23,6;63,3
12/08/2022;02:00:00;23,6;63,2
12/08/2022;02:15:00;23,6;63,4
12/08/2022;02:30:00;23,6;63,4
12/08/2022;02:45:00;23,6;63,5
12/08/2022;03:00:00;23,6;63,5
12/08/2022;03:15:00;23,6;63,6
12/08/2022;03:30:00;23,5;63,7
12/08/2022;03:45:00;23,5;63,7
12/08/2022;04:00:00;23,5;63,7
12/08/2022;04:15:00;23,5;63,8
12/08/2022;04:30:00;23,5;63,8
12/08/2022;04:45:00;23,5;63,8
12/08/2022;05:00:00;23,5;63,9
12/08/2022;05:15:00;23,5;63,9
12/08/2022;05:30:00;23,6;63,8
12/08/2022;05:45:00;23,5;63,9
12/08/2022;06:00:00;23,5;63,9
12/08/2022;06:15:00;23,5;63,6
12/08/2022;06:30:00;23,5;63,6
12/08/2022;06:45:00;23,5;64,0
12/08/2022;07:00:00;23,5;63,7
12/08/2022;07:15:00;23,5;63,8
12/08/2022;07:30:00;23,5;63,9
12/08/2022;07:45:00;23,5;64,0
12/08/2022;08:00:00;23,5;63,8
12/08/2022;08:15:00;23,5;63,8
12/08/2022;08:30:00;23,5;63,9
12/08/2022;08:45:00;23,5;64,8
12/08/2022;09:00:00;23,1;61,0
12/08/2022;09:15:00;22,8;60,9
12/08/2022;09:30:00;22,8;60,4
12/08/2022;09:45:00;22,7;58,9
12/08/2022;10:00:00;22,6;57,7
12/08/2022;10:15:00;22,5;57,0
12/08/2022;10:30:00;22,5;56,6
12/08/2022;10:45:00;22,5;55,9
12/08/2022;11:00:00;22,4;55,3
12/08/2022;11:15:00;22,4;54,7
12/08/2022;11:30:00;22,3;54,5
12/08/2022;11:45:00;22,4;54,5
12/08/2022;12:00:00;22,4;54,0
